#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
369.0,Relicanth,Water,Rock,485.0,100.0,90.0,130.0,45.0,65.0,55.0,3.0,False
370.0,Luvdisc,Water,,330.0,43.0,30.0,55.0,40.0,65.0,97.0,3.0,False
382.0,Kyogre,Water,,670.0,100.0,100.0,90.0,150.0,140.0,90.0,3.0,True
382.0,KyogrePrimal Kyogre,Water,,770.0,100.0,150.0,90.0,180.0,160.0,90.0,3.0,True
393.0,Piplup,Water,,314.0,53.0,51.0,53.0,61.0,56.0,40.0,4.0,False
394.0,Prinplup,Water,,405.0,64.0,66.0,68.0,81.0,76.0,50.0,4.0,False
395.0,Empoleon,Water,Steel,530.0,84.0,86.0,88.0,111.0,101.0,60.0,4.0,False
400.0,Bibarel,Normal,Water,410.0,79.0,85.0,60.0,55.0,60.0,71.0,4.0,False
418.0,Buizel,Water,,330.0,55.0,65.0,35.0,60.0,30.0,85.0,4.0,False
419.0,Floatzel,Water,,495.0,85.0,105.0,55.0,85.0,50.0,115.0,4.0,False
422.0,Shellos,Water,,325.0,76.0,48.0,48.0,57.0,62.0,34.0,4.0,False
423.0,Gastrodon,Water,Ground,475.0,111.0,83.0,68.0,92.0,82.0,39.0,4.0,False
456.0,Finneon,Water,,330.0,49.0,49.0,56.0,49.0,61.0,66.0,4.0,False
457.0,Lumineon,Water,,460.0,69.0,69.0,76.0,69.0,86.0,91.0,4.0,False
458.0,Mantyke,Water,Flying,345.0,45.0,20.0,50.0,60.0,120.0,50.0,4.0,False
479.0,RotomWash Rotom,Electric,Water,520.0,50.0,65.0,107.0,105.0,107.0,86.0,4.0,False
484.0,Palkia,Water,Dragon,680.0,90.0,120.0,100.0,150.0,120.0,100.0,4.0,True
489.0,Phione,Water,,480.0,80.0,80.0,80.0,80.0,80.0,80.0,4.0,False
490.0,Manaphy,Water,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,4.0,False
501.0,Oshawott,Water,,308.0,55.0,55.0,45.0,63.0,45.0,45.0,5.0,False
502.0,Dewott,Water,,413.0,75.0,75.0,60.0,83.0,60.0,60.0,5.0,False
503.0,Samurott,Water,,528.0,95.0,100.0,85.0,108.0,70.0,70.0,5.0,False
515.0,Panpour,Water,,316.0,50.0,53.0,48.0,53.0,48.0,64.0,5.0,False
516.0,Simipour,Water,,498.0,75.0,98.0,63.0,98.0,63.0,101.0,5.0,False
535.0,Tympole,Water,,294.0,50.0,50.0,40.0,50.0,40.0,64.0,5.0,False
536.0,Palpitoad,Water,Ground,384.0,75.0,65.0,55.0,65.0,55.0,69.0,5.0,False
537.0,Seismitoad,Water,Ground,509.0,105.0,95.0,75.0,85.0,75.0,74.0,5.0,False
550.0,Basculin,Water,,460.0,70.0,92.0,65.0,80.0,55.0,98.0,5.0,False
564.0,Tirtouga,Water,Rock,355.0,54.0,78.0,103.0,53.0,45.0,22.0,5.0,False
565.0,Carracosta,Water,Rock,495.0,74.0,108.0,133.0,83.0,65.0,32.0,5.0,False
580.0,Ducklett,Water,Flying,305.0,62.0,44.0,50.0,44.0,50.0,55.0,5.0,False
581.0,Swanna,Water,Flying,473.0,75.0,87.0,63.0,87.0,63.0,98.0,5.0,False
592.0,Frillish,Water,Ghost,335.0,55.0,40.0,50.0,65.0,85.0,40.0,5.0,False
593.0,Jellicent,Water,Ghost,480.0,100.0,60.0,70.0,85.0,105.0,60.0,5.0,False
594.0,Alomomola,Water,,470.0,165.0,75.0,80.0,40.0,45.0,65.0,5.0,False
647.0,KeldeoOrdinary Forme,Water,Fighting,580.0,91.0,72.0,90.0,129.0,90.0,108.0,5.0,False
647.0,KeldeoResolute Forme,Water,Fighting,580.0,91.0,72.0,90.0,129.0,90.0,108.0,5.0,False
656.0,Froakie,Water,,314.0,41.0,56.0,40.0,62.0,44.0,71.0,6.0,False
657.0,Frogadier,Water,,405.0,54.0,63.0,52.0,83.0,56.0,97.0,6.0,False
658.0,Greninja,Water,Dark,530.0,72.0,95.0,67.0,103.0,71.0,122.0,6.0,False
688.0,Binacle,Rock,Water,306.0,42.0,52.0,67.0,39.0,56.0,50.0,6.0,False
689.0,Barbaracle,Rock,Water,500.0,72.0,105.0,115.0,54.0,86.0,68.0,6.0,False
690.0,Skrelp,Poison,Water,320.0,50.0,60.0,60.0,60.0,60.0,30.0,6.0,False
692.0,Clauncher,Water,,330.0,50.0,53.0,62.0,58.0,63.0,44.0,6.0,False
693.0,Clawitzer,Water,,500.0,71.0,73.0,88.0,120.0,89.0,59.0,6.0,False
721.0,Volcanion,Fire,Water,600.0,80.0,110.0,120.0,130.0,90.0,70.0,6.0,True
,,,,421.57851239669424,70.3305785123967,71.60330578512396,72.49586776859505,73.40495867768595,69.08264462809917,64.66115702479338,,
