#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
242.0,Blissey,Normal,,540.0,255.0,10.0,10.0,75.0,135.0,55.0,2.0,False
263.0,Zigzagoon,Normal,,240.0,38.0,30.0,41.0,30.0,41.0,60.0,3.0,False
264.0,Linoone,Normal,,420.0,78.0,70.0,61.0,50.0,61.0,100.0,3.0,False
276.0,Taillow,Normal,Flying,270.0,40.0,55.0,30.0,30.0,30.0,85.0,3.0,False
277.0,Swellow,Normal,Flying,430.0,60.0,85.0,60.0,50.0,50.0,125.0,3.0,False
287.0,Slakoth,Normal,,280.0,60.0,60.0,60.0,35.0,35.0,30.0,3.0,False
288.0,Vigoroth,Normal,,440.0,80.0,80.0,80.0,55.0,55.0,90.0,3.0,False
289.0,Slaking,Normal,,670.0,150.0,160.0,100.0,95.0,65.0,100.0,3.0,False
293.0,Whismur,Normal,,240.0,64.0,51.0,23.0,51.0,23.0,28.0,3.0,False
294.0,Loudred,Normal,,360.0,84.0,71.0,43.0,71.0,43.0,48.0,3.0,False
295.0,Exploud,Normal,,490.0,104.0,91.0,63.0,91.0,73.0,68.0,3.0,False
298.0,Azurill,Normal,Fairy,190.0,50.0,20.0,40.0,20.0,40.0,20.0,3.0,False
300.0,Skitty,Normal,,260.0,50.0,45.0,45.0,35.0,35.0,50.0,3.0,False
301.0,Delcatty,Normal,,380.0,70.0,65.0,65.0,55.0,55.0,70.0,3.0,False
327.0,Spinda,Normal,,360.0,60.0,60.0,60.0,60.0,60.0,60.0,3.0,False
333.0,Swablu,Normal,Flying,310.0,45.0,40.0,60.0,40.0,75.0,50.0,3.0,False
335.0,Zangoose,Normal,,458.0,73.0,115.0,60.0,60.0,60.0,90.0,3.0,False
351.0,Castform,Normal,,420.0,70.0,70.0,70.0,70.0,70.0,70.0,3.0,False
352.0,Kecleon,Normal,,440.0,60.0,90.0,70.0,60.0,120.0,40.0,3.0,False
396.0,Starly,Normal,Flying,245.0,40.0,55.0,30.0,30.0,30.0,60.0,4.0,False
397.0,Staravia,Normal,Flying,340.0,55.0,75.0,50.0,40.0,40.0,80.0,4.0,False
398.0,Staraptor,Normal,Flying,485.0,85.0,120.0,70.0,50.0,60.0,100.0,4.0,False
399.0,Bidoof,Normal,,250.0,59.0,45.0,40.0,35.0,40.0,31.0,4.0,False
400.0,Bibarel,Normal,Water,410.0,79.0,85.0,60.0,55.0,60.0,71.0,4.0,False
424.0,Ambipom,Normal,,482.0,75.0,100.0,66.0,60.0,66.0,115.0,4.0,False
427.0,Buneary,Normal,,350.0,55.0,66.0,44.0,44.0,56.0,85.0,4.0,False
428.0,Lopunny,Normal,,480.0,65.0,76.0,84.0,54.0,96.0,105.0,4.0,False
431.0,Glameow,Normal,,310.0,49.0,55.0,42.0,42.0,37.0,85.0,4.0,False
432.0,Purugly,Normal,,452.0,71.0,82.0,64.0,64.0,59.0,112.0,4.0,False
440.0,Happiny,Normal,,220.0,100.0,5.0,5.0,15.0,65.0,30.0,4.0,False
441.0,Chatot,Normal,Flying,411.0,76.0,65.0,45.0,92.0,42.0,91.0,4.0,False
446.0,Munchlax,Normal,,390.0,135.0,85.0,40.0,40.0,85.0,5.0,4.0,False
463.0,Lickilicky,Normal,,515.0,110.0,85.0,95.0,80.0,95.0,50.0,4.0,False
474.0,Porygon-Z,Normal,,535.0,85.0,80.0,70.0,135.0,75.0,90.0,4.0,False
486.0,Regigigas,Normal,,670.0,110.0,160.0,110.0,80.0,110.0,100.0,4.0,True
493.0,Arceus,Normal,,720.0,120.0,120.0,120.0,120.0,120.0,120.0,4.0,True
504.0,Patrat,Normal,,255.0,45.0,55.0,39.0,35.0,39.0,42.0,5.0,False
505.0,Watchog,Normal,,420.0,60.0,85.0,69.0,60.0,69.0,77.0,5.0,False
506.0,Lillipup,Normal,,275.0,45.0,60.0,45.0,25.0,45.0,55.0,5.0,False
507.0,Herdier,Normal,,370.0,65.0,80.0,65.0,35.0,65.0,60.0,5.0,False
508.0,Stoutland,Normal,,500.0,85.0,110.0,90.0,45.0,90.0,80.0,5.0,False
519.0,Pidove,Normal,Flying,264.0,50.0,55.0,50.0,36.0,30.0,43.0,5.0,False
520.0,Tranquill,Normal,Flying,358.0,62.0,77.0,62.0,50.0,42.0,65.0,5.0,False
521.0,Unfezant,Normal,Flying,488.0,80.0,115.0,80.0,65.0,55.0,93.0,5.0,False
531.0,Audino,Normal,,445.0,103.0,60.0,86.0,60.0,86.0,50.0,5.0,False
572.0,Minccino,Normal,,300.0,55.0,50.0,40.0,40.0,40.0,75.0,5.0,False
573.0,Cinccino,Normal,,470.0,75.0,95.0,60.0,65.0,60.0,115.0,5.0,False
585.0,Deerling,Normal,Grass,335.0,60.0,60.0,50.0,40.0,50.0,75.0,5.0,False
586.0,Sawsbuck,Normal,Grass,475.0,80.0,100.0,70.0,60.0,70.0,95.0,5.0,False
626.0,Bouffalant,Normal,,490.0,95.0,110.0,95.0,40.0,95.0,55.0,5.0,False
627.0,Rufflet,Normal,Flying,350.0,70.0,83.0,50.0,37.0,50.0,60.0,5.0,False
628.0,Braviary,Normal,Flying,510.0,100.0,123.0,75.0,57.0,75.0,80.0,5.0,False
648.0,MeloettaAria Forme,Normal,Psychic,600.0,100.0,77.0,77.0,128.0,128.0,90.0,5.0,False
648.0,MeloettaPirouette Forme,Normal,Fighting,600.0,100.0,128.0,90.0,77.0,77.0,128.0,5.0,False
659.0,Bunnelby,Normal,,237.0,38.0,36.0,38.0,32.0,36.0,57.0,6.0,False
660.0,Diggersby,Normal,Ground,423.0,85.0,56.0,77.0,50.0,77.0,78.0,6.0,False
661.0,Fletchling,Normal,Flying,278.0,45.0,50.0,43.0,40.0,38.0,62.0,6.0,False
667.0,Litleo,Fire,Normal,369.0,62.0,50.0,58.0,73.0,54.0,72.0,6.0,False
668.0,Pyroar,Fire,Normal,507.0,86.0,68.0,72.0,109.0,66.0,106.0,6.0,False
676.0,Furfrou,Normal,,472.0,75.0,80.0,60.0,65.0,90.0,102.0,6.0,False
694.0,Helioptile,Electric,Normal,289.0,44.0,38.0,33.0,61.0,43.0,70.0,6.0,False
695.0,Heliolisk,Electric,Normal,481.0,62.0,55.0,52.0,109.0,94.0,109.0,6.0,False
,,,,395.07142857142856,76.23469387755102,71.53061224489795,57.95918367346939,56.05102040816327,62.244897959183675,71.05102040816327,,
